mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha_1,param_alpha_2,param_fit_intercept,param_lambda_1,param_lambda_2,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.001486349105834961,0.001831092538541736,0.0032135486602783204,0.0052611305072846025,1e-06,1e-05,False,1e-06,1e-05,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'fit_intercept': False, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",-834748.3283650894,-833719.6515362153,-824447.5614333663,-823986.6308077875,-835997.4786375567,-830579.930156003,5247.10907015307,103
0.006465625762939453,0.00700586183909839,0.0,0.0,1e-06,1e-05,False,1e-06,0.0001,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'fit_intercept': False, 'lambda_1': 1e-06, 'lambda_2': 0.0001}",-834748.3283731628,-833719.6515196667,-824447.5614389821,-823986.630815769,-835997.4786165529,-830579.9301528267,5247.109061799648,100
0.005962896347045899,0.007352999350012536,0.005845308303833008,0.007190284002094665,1e-06,1e-05,False,1e-05,1e-06,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'fit_intercept': False, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",-834748.3189593863,-833719.667365635,-824447.555010483,-823986.6214021984,-835997.4981253723,-830579.9321726151,5247.117359328314,134
0.004039764404296875,0.003781576869370009,0.0,0.0,1e-06,1e-05,False,1e-05,1e-05,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'fit_intercept': False, 'lambda_1': 1e-05, 'lambda_2': 1e-05}",-834748.3189601935,-833719.6673639802,-824447.5550110447,-823986.6214029966,-835997.4981232719,-830579.9321722974,5247.117358492906,130
0.004266786575317383,0.006310525833751664,0.003025054931640625,0.00403991165153936,1e-06,1e-05,False,1e-05,0.0001,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'fit_intercept': False, 'lambda_1': 1e-05, 'lambda_2': 0.0001}",-834748.3189682672,-833719.6673474314,-824447.5550166605,-823986.6214109778,-835997.4981022683,-830579.932169121,5247.1173501396215,127
0.01203017234802246,0.008740178804782424,0.003126049041748047,0.004094362289732145,1e-06,1e-05,False,0.0001,1e-06,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'fit_intercept': False, 'lambda_1': 0.0001, 'lambda_2': 1e-06}",-834748.2249114607,-833719.8256449,-824447.490788192,-823986.5273548492,-835997.6929847238,-830579.9523368252,5247.200244197316,161
0.006041860580444336,0.003762568548154909,0.00032749176025390623,0.0006549835205078125,1e-06,1e-05,False,0.0001,1e-05,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'fit_intercept': False, 'lambda_1': 0.0001, 'lambda_2': 1e-05}",-834748.224912268,-833719.825643245,-824447.4907887536,-823986.5273556471,-835997.6929826232,-830579.9523365074,5247.2002433619555,157
0.013967752456665039,0.01054707892361015,0.0,0.0,1e-06,1e-05,False,0.0001,0.0001,"{'alpha_1': 1e-06, 'alpha_2': 1e-05, 'fit_intercept': False, 'lambda_1': 0.0001, 'lambda_2': 0.0001}",-834748.2249203417,-833719.8256266953,-824447.4907943696,-823986.5273636287,-835997.6929616181,-830579.9523333308,5247.200235007887,155
0.0028750419616699217,0.003963954765609225,0.0043601512908935545,0.005363452431135095,1e-06,0.0001,True,1e-06,1e-06,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': True, 'lambda_1': 1e-06, 'lambda_2': 1e-06}",-1670.6608819177154,-1566.8163645739614,-1778.6122225007218,-1432.7828108304004,-1534.1987880098313,-1596.6142135665261,118.51625207068962,27
0.006052970886230469,0.003774462240653877,0.0,0.0,1e-06,0.0001,True,1e-06,1e-05,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': True, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",-1670.6608819179824,-1566.8163645739066,-1778.612222500585,-1432.782810830449,-1534.1987880096965,-1596.6142135665239,118.51625207068444,23
0.0020218849182128905,0.004043769836425782,0.007239866256713867,0.005422878937915508,1e-06,0.0001,True,1e-06,0.0001,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': True, 'lambda_1': 1e-06, 'lambda_2': 0.0001}",-1670.660881920658,-1566.8163645733684,-1778.6122224992268,-1432.7828108309354,-1534.1987880083532,-1596.6142135665084,118.51625207063576,20
0.007235193252563476,0.00628970052818528,0.0,0.0,1e-06,0.0001,True,1e-05,1e-06,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': True, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",-1670.6608787477085,-1566.8163652014791,-1778.6122240763693,-1432.7828102606368,-1534.1987895692414,-1596.614213571087,118.51625212022127,54
0.006052970886230469,0.003774462240653877,0.0,0.0,1e-06,0.0001,True,1e-05,1e-05,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': True, 'lambda_1': 1e-05, 'lambda_2': 1e-05}",-1670.6608787479727,-1566.816365201425,-1778.6122240762336,-1432.782810260686,-1534.1987895691063,-1596.6142135710847,118.51625212021594,50
0.005166101455688477,0.005858698584832579,0.0043601512908935545,0.005363452431135095,1e-06,0.0001,True,1e-05,0.0001,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': True, 'lambda_1': 1e-05, 'lambda_2': 0.0001}",-1670.6608787506498,-1566.8163652008866,-1778.6122240748746,-1432.7828102611727,-1534.1987895677623,-1596.6142135710693,118.51625212016714,47
0.0049340248107910155,0.004509067169812783,0.0017418861389160156,0.0022572486752837355,1e-06,0.0001,True,0.0001,1e-06,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': True, 'lambda_1': 0.0001, 'lambda_2': 1e-06}",-1670.6608470476303,-1566.8163714766642,-1778.6122398328455,-1432.7828045630094,-1534.1988051633348,-1596.6142136166968,118.51625261553619,79
0.009550094604492188,0.010805620404778647,0.0015429019927978515,0.003085803985595703,1e-06,0.0001,True,0.0001,1e-05,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': True, 'lambda_1': 0.0001, 'lambda_2': 1e-05}",-1670.6608470478989,-1566.8163714766088,-1778.61223983271,-1432.7828045630588,-1534.198805163201,-1596.6142136166952,118.51625261553134,76
0.0032294750213623046,0.003192599983335971,0.0030539512634277345,0.004679492218254146,1e-06,0.0001,True,0.0001,0.0001,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': True, 'lambda_1': 0.0001, 'lambda_2': 0.0001}",-1670.6608470505748,-1566.8163714760703,-1778.6122398313523,-1432.7828045635451,-1534.1988051618569,-1596.61421361668,118.51625261548295,75
0.004897642135620117,0.006158957745845051,0.0,0.0,1e-06,0.0001,False,1e-06,1e-06,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': False, 'lambda_1': 1e-06, 'lambda_2': 1e-06}",-834748.3283642809,-833719.6515378717,-824447.5614328041,-823986.6308069886,-835997.478639659,-830579.9301563208,5247.109070989153,108
0.007098150253295898,0.0038780889969784104,0.0,0.0,1e-06,0.0001,False,1e-06,1e-05,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': False, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",-834748.3283650883,-833719.6515362168,-824447.5614333656,-823986.6308077868,-835997.4786375586,-830579.9301560033,5247.109070153833,105
0.003253459930419922,0.005174803175311016,0.0031855106353759766,0.0039959596728886965,1e-06,0.0001,False,1e-06,0.0001,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': False, 'lambda_1': 1e-06, 'lambda_2': 0.0001}",-834748.328373162,-833719.6515196682,-824447.5614389816,-823986.6308157678,-835997.4786165549,-830579.9301528268,5247.109061800536,102
0.0055353641510009766,0.005771728472825683,0.0,0.0,1e-06,0.0001,False,1e-05,1e-06,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': False, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",-834748.3189593853,-833719.6673656366,-824447.5550104824,-823986.6214021975,-835997.4981253743,-830579.9321726153,5247.117359329107,135
0.005152463912963867,0.005114833131438809,0.0028190135955810545,0.004696291877280168,1e-06,0.0001,False,1e-05,1e-05,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': False, 'lambda_1': 1e-05, 'lambda_2': 1e-05}",-834748.3189601927,-833719.6673639817,-824447.555011044,-823986.6214029957,-835997.4981232737,-830579.9321722976,5247.117358493739,132
0.004777002334594727,0.005918329531708316,0.001661968231201172,0.0016941803284677153,1e-06,0.0001,False,1e-05,0.0001,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': False, 'lambda_1': 1e-05, 'lambda_2': 0.0001}",-834748.3189682661,-833719.667347433,-824447.5550166599,-823986.6214109767,-835997.4981022701,-830579.9321691212,5247.117350140409,129
0.007051610946655273,0.0058115530467079375,0.0,0.0,1e-06,0.0001,False,0.0001,1e-06,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': False, 'lambda_1': 0.0001, 'lambda_2': 1e-06}",-834748.2249114597,-833719.8256449016,-824447.4907881913,-823986.527354848,-835997.6929847256,-830579.9523368252,5247.20024419818,161
0.0073587894439697266,0.005980149991443655,0.0008092403411865234,0.0010402631444788822,1e-06,0.0001,False,0.0001,1e-05,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': False, 'lambda_1': 0.0001, 'lambda_2': 1e-05}",-834748.2249122671,-833719.8256432468,-824447.4907887529,-823986.5273556462,-835997.6929826252,-830579.9523365076,5247.200243362793,159
0.0038155555725097657,0.0029990846494820237,0.0024324893951416016,0.003176324225600062,1e-06,0.0001,False,0.0001,0.0001,"{'alpha_1': 1e-06, 'alpha_2': 0.0001, 'fit_intercept': False, 'lambda_1': 0.0001, 'lambda_2': 0.0001}",-834748.2249203408,-833719.8256266968,-824447.4907943689,-823986.5273636278,-835997.69296162,-830579.9523333309,5247.200235008727,156
0.005553817749023438,0.005954801871035465,0.0007222175598144531,0.0009269807367682351,1e-05,1e-06,True,1e-06,1e-06,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': True, 'lambda_1': 1e-06, 'lambda_2': 1e-06}",-1670.6608819488024,-1566.8163645678073,-1778.6122224852681,-1432.782810835978,-1534.1987879945666,-1596.6142135664845,118.51625207020314,17
0.005935239791870117,0.005616271271318174,0.0,0.0,1e-05,1e-06,True,1e-06,1e-05,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': True, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",-1670.6608819490705,-1566.8163645677535,-1778.6122224851313,-1432.7828108360263,-1534.1987879944318,-1596.6142135664827,118.5162520701981,14
0.004415750503540039,0.005826473614619076,0.0020734310150146485,0.003314431403498687,1e-05,1e-06,True,1e-06,0.0001,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': True, 'lambda_1': 1e-06, 'lambda_2': 0.0001}",-1670.6608819517458,-1566.8163645672141,-1778.6122224837734,-1432.7828108365118,-1534.1987879930869,-1596.6142135664663,118.51625207014993,10
0.003122901916503906,0.006245803833007812,0.003125,0.00625,1e-05,1e-06,True,1e-05,1e-06,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': True, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",-1670.6608787787939,-1566.8163651953266,-1778.6122240609152,-1432.7828102662145,-1534.198789553975,-1596.614213571045,118.51625211973445,43
0.006501245498657227,0.007971847050345706,0.001837158203125,0.00367431640625,1e-05,1e-06,True,1e-05,1e-05,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': True, 'lambda_1': 1e-05, 'lambda_2': 1e-05}",-1670.6608787790624,-1566.8163651952723,-1778.6122240607795,-1432.782810266263,-1534.1987895538414,-1596.6142135710436,118.51625211972976,40
0.006693267822265625,0.00498425247291731,0.0002002716064453125,0.000400543212890625,1e-05,1e-06,True,1e-05,0.0001,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': True, 'lambda_1': 1e-05, 'lambda_2': 0.0001}",-1670.6608787817386,-1566.8163651947336,-1778.612224059421,-1432.78281026675,-1534.1987895524956,-1596.6142135710274,118.51625211968108,37
0.0,0.0,0.003122901916503906,0.006245803833007812,1e-05,1e-06,True,0.0001,1e-06,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': True, 'lambda_1': 0.0001, 'lambda_2': 1e-06}",-1670.6608470787194,-1566.8163714705097,-1778.612239817391,-1432.782804568587,-1534.19880514807,-1596.6142136166554,118.51625261504968,70
0.008335685729980469,0.007288597917281844,0.00035881996154785156,0.0007176399230957031,1e-05,1e-06,True,0.0001,1e-05,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': True, 'lambda_1': 0.0001, 'lambda_2': 1e-05}",-1670.660847078986,-1566.8163714704558,-1778.6122398172558,-1432.7828045686344,-1534.1988051479352,-1596.6142136166534,118.5162526150453,67
0.0025337696075439452,0.0032020244024127532,0.003007841110229492,0.004858498209671358,1e-05,1e-06,True,0.0001,0.0001,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': True, 'lambda_1': 0.0001, 'lambda_2': 0.0001}",-1670.660847081664,-1566.8163714699172,-1778.6122398158961,-1432.7828045691224,-1534.1988051465908,-1596.614213616638,118.51625261499613,64
0.006258487701416016,0.007665076950980843,0.0,0.0,1e-05,1e-06,False,1e-06,1e-06,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': False, 'lambda_1': 1e-06, 'lambda_2': 1e-06}",-834748.3284452931,-833719.6514048042,-824447.5614879285,-823986.6308877795,-835997.4784767543,-830579.9301405118,5247.109001108012,97
0.00955820083618164,0.007811088603032247,6.804466247558593e-05,0.00013608932495117186,1e-05,1e-06,False,1e-06,1e-05,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': False, 'lambda_1': 1e-06, 'lambda_2': 1e-05}",-834748.3284461006,-833719.6514031494,-824447.5614884901,-823986.6308885778,-835997.478474654,-830579.9301401945,5247.109000272689,95
0.0062106609344482425,0.004000916008731858,0.0007026195526123047,0.0006036121099737172,1e-05,1e-06,False,1e-06,0.0001,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': False, 'lambda_1': 1e-06, 'lambda_2': 0.0001}",-834748.3284541741,-833719.6513866008,-824447.561494106,-823986.6308965589,-835997.4784536504,-830579.9301370181,5247.10899191941,92
0.006258487701416016,0.007665076950980843,0.003125,0.00625,1e-05,1e-06,False,1e-05,1e-06,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': False, 'lambda_1': 1e-05, 'lambda_2': 1e-06}",-834748.3190403974,-833719.6672325686,-824447.5550656068,-823986.6214829887,-835997.4979624689,-830579.9321568061,5247.117289447533,124
0.0053236961364746095,0.006684531285044865,0.003704690933227539,0.006457800347949154,1e-05,1e-06,False,1e-05,1e-05,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': False, 'lambda_1': 1e-05, 'lambda_2': 1e-05}",-834748.3190412049,-833719.6672309136,-824447.5550661684,-823986.6214837868,-835997.4979603686,-830579.9321564885,5247.117288612223,122
0.005732059478759766,0.005909219871279327,0.00039925575256347654,0.0004889864411380789,1e-05,1e-06,False,1e-05,0.0001,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': False, 'lambda_1': 1e-05, 'lambda_2': 0.0001}",-834748.3190492785,-833719.6672143649,-824447.5550717843,-823986.621491768,-835997.4979393646,-830579.932153312,5247.117280258815,118
0.006258487701416016,0.007665076950980843,0.0,0.0,1e-05,1e-06,False,0.0001,1e-06,"{'alpha_1': 1e-05, 'alpha_2': 1e-06, 'fit_intercept': False, 'lambda_1': 0.0001, 'lambda_2': 1e-06}",-834748.2249924729,-833719.8255118271,-824447.490843316,-823986.5274356409,-835997.6928218122,-830579.9523210138,5247.200174312301,151
